MolName,Density,SMILES
EHURAD,1.2858,CCOc1nc(N)c(C#N)c(-c2ccccc2)c1C#N
EHUSAE,1.3084,Cc1cc(=O)oc2c(/C=N/CCN(C)C)c(O)ccc12
EHUTEI,1.3238,O=C1c2cc(-c3ccccc3)nc3cccc(c23)N1Cc1ccccc1
EHUTIK,1.0636,O=C1CCCCCCCCCCC(=O)NCCCCCCCCCCCCN1
EHUTOQ,1.075,O=C1CCCCCCCCC(=O)NCCCCCCN1
EHUWIP,1.3267,O=[N+]([O-])c1c(-c2ccccc2)c2n(c1-c1ccccc1)CCc1c-2[nH]c2ccccc12
EIMCAM10,1.0799,CC12CCC(/C(=C\NCCN/C=C3/C(=O)C4(C)CCC3C4(C)C)C1=O)C2(C)C
EIMTNB,1.6628,O=[N+]([O-])c1cc([N+](=O)[O-])c(N2CC2)c([N+](=O)[O-])c1
EINACN10,1.3396,CCOc1ccc(NC(=O)/C=N/O)cc1
EJACUP,1.3296,CC(C)(C)N1C(=O)C2N(C=O)Cc3cc4c(cc3C23C=CC(=O)CC13)OCO4
EJAHAZ,1.3285,Cc1ccc(Nc2n[nH]nc2C(=O)n2nc(-c3ccccc3)cc2C)cc1
EJALEH,1.2922,O=C(OCCOc1cccc(OCCOC(=O)c2ccc[nH]2)c1)c1ccc[nH]1
EJALOR,1.2413,O=C(Nc1ccccc1)OC1CCCCC1
EJAXUK,1.2283,COC(=O)C1(NC(C)=O)CC1(C)c1ccccc1
EJAYIZ,1.2077,COC(=O)c1ccc(C2(C)CC2(NC(C)=O)C(=O)OC)cc1
EJEBAY,1.4519,COC(=O)c1ccccc1NC(=O)C(NC(=O)c1cnc2c(n1)c(=O)[nH]c(=O)n2C)C(C)O
EJEBEC,1.2701,CCOC(=O)c1c(NC(=O)c2ccccn2)c(-c2ccccc2)n(-c2ccccc2)c1C
EJEBIG,1.2874,COC(=O)C1=C(c2ccccc2)NC(=O)C1(NC(=O)c1ccccn1)c1ccccc1
EJEHUW,1.225,Cc1ccc(NC(=O)/C(C#N)=C/N(C)C)cc1
EJEJAE,1.2194,COc1ccccc1NC(=O)/C(C#N)=C/N(C)C
EJEJOS,1.3815,O=[N+]([O-])c1cccc2nc(-c3ccccn3)c(-c3ccccn3)nc12
EJELIQ,1.3588,COC(=O)C1=C(C)OC(=O)C1(NC(=O)c1ccccn1)c1ccccc1
EJEPAK,1.2499,CC1=NN(C(N)=O)C(c2ccc(C)cc2)C1
EJEPOZ,1.2846,CC1C2CC3(OC(c4ccccc4)N=C3CC1c1ccccc1)N(Cc1ccccc1)C2=O
EJEPUE,1.4764,O=[N+]([O-])c1ccc(/N=N/Nc2ccc([N+](=O)[O-])cc2)cc1
EJESUK,1.2045,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1cccc(C#N)c1
EJETAR,1.2095,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(C#N)cc1
EJETUK,1.4453,O=C1CCC23C=NC(c4ccco4)(O2)C(O)c2ccccc2N13
EJEVIY,1.2402,CC1(C(N)=O)CCC(C(=O)O)C1(C)C
EJEWUO,1.248,COC(=O)c1c(C#N)c(-c2ccc(C(C)(C)C)cc2)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC
EJEXID,1.2741,COC(=O)c1c(C#N)c(-c2ccc(N(C)C)cc2)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC
EJEXOG01,1.2402,CCOC(=O)/C(=C(/C)NCc1ccccc1)n1nnc2ccccc21
EJEXUO,1.426,O=[N+]([O-])c1ccc(/N=C(\C2CCCC2)N2CCOCC2)n2nnnc12
EJEYID,1.318,C/C(=N\c1c([N+](=O)[O-])ncn1C)N1CCCCC1
EJIBEE,1.3883,COc1c(OC)c(OC)c2c(c1O)c(=O)c1ccccc1n2C
EJILEQ,1.3151,O=C1C=Cc2ccccc2/C1=C/NC(Cc1ccccc1)C(=O)O
EJIVOL,1.3374,O=C(NCc1ccco1)c1ccnc2ccccc12
EJIWAY,1.3292,C#CCNC(=O)c1ccnc2ccccc12
EJIZOM,1.2898,COc1cc2c(c3c1OCO3)C(C)N(Cc1cnc(N)nc1N)CC2
EJODEO,1.3989,COC(=O)C1(C#N)C(C#N)(C(=O)OC)C12C(=O)c1ccccc1C2=O
EJOQAY,1.4226,O=C(NOCc1ccccc1)n1c(=O)[nH]c2ccccc21
EJOQEB,1.2973,CCOC(=O)C1=C(C(=O)OCC)N(c2ccccc2)C(N)=C(C#N)C1c1cc2ccccc2o1
EJOWAE,1.2998,O=C(/N=C(/c1ccc(-n2c3ccccc3c3ccccc32)cc1)N(C(=O)c1ccccc1)c1ccccc1)c1ccccc1
EJOWOS,1.2789,CCn1c2ccccc2c2cc(/C(=N/C(=O)c3ccccc3)N(C(=O)c3ccccc3)c3ccccc3)ccc21
EJOXEJ,1.3742,O=C(NOCc1ccccc1)N1Cc2ccccc2NC1=O
EJOYAD,1.3272,COC(=O)N1OC1c1ccccc1
EJOYIO,1.3222,COc1nc(N)c(C#N)c(-c2ccccc2)c1C#N
EJUCEU,1.4166,CO/N=C(\Cn1cncn1)c1ccc(Oc2ccc([N+](=O)[O-])cc2)nc1
EJUCIX,1.3575,CC(=O)C12C(=O)Oc3ccccc3C1C1(OC2c2ccccc2)C(=O)N(C)c2ccccc21
EJUDOE,1.2305,Oc1ccccc1/C=N/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
EJUHOG,1.4422,O=C1CNC(c2ccccc2)N1O
EJUPIL,1.3064,CN(C)c1ccc(/C(O)=C2\Cc3ccccc3C2=O)cc1
EJUPOR,1.3138,O=C1/C(=C(\O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)Cc2ccccc21
EJUPUX,1.3042,O=C1/C(=C(\O)c2ccc(-n3c4ccccc4c4ccccc43)cc2)Cc2ccccc21
EJUXIR,1.3902,CC(=O)NC1=CC(=O)c2ccc(C)nc2C1=O
EJUXUC,1.0599,CCCCCCCCCCCCOc1ccccc1C(=O)NCCCCCCNC(=O)c1ccccc1OCCCCCCCCCCCC
EJUYAJ,1.1055,CCCCCCCCCCCCOc1ccccc1C(=O)Nc1ccc(NC(=O)c2ccccc2OCCCCCCCCCCCC)cc1
EJUYEN,1.0924,CCCCCCCCCCCCOc1ccccc1C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccccc3OCCCCCCCCCCCC)cc2)cc1
EJUYIR,1.1117,CCCCCCCCCCCCOc1ccccc1C(=O)Nc1ccc(CCc2ccc(NC(=O)c3ccccc3OCCCCCCCCCCCC)cc2)cc1
EJUZAM,1.2492,CN(C)c1ccc(/C=C(\C#N)c2ccc(O)cc2)cc1
EKADEB,1.2456,CCCCN1C(=O)C2(C(C(=O)OCC)=C1C)C(c1ccccc1)C1CCCN1C21C(=O)Nc2ccccc21
EKADIG,1.2883,CCOC(=O)c1[nH]c2ccccc2c1Nc1ccccc1
EKADOM,1.1905,CC(=O)CC1CN(Cc2ccccc2)CCC12C=Nc1ccccc12
EKAGOO,1.2263,CC=C=C(c1ccc(C)cc1)C(C)(C)C(=O)OCCN1C(=O)c2ccccc2C1=O
EKAGUU,1.3532,CC1(C)C2CC3C(c4ccc([N+](=O)[O-])cc4)=NOC3(C(O)OC(O)C34ON=C(c5ccc([N+](=O)[O-])cc5)C3CC3CC4C3(C)C)C1C2
EKAHAB,1.2892,CC1(C)C2CC3C(c4ccc([N+](=O)[O-])cc4)=NOC3(C)C1C2
EKAHEF,1.292,CC1(C)C2CC3C(c4ccc([N+](=O)[O-])cc4)=NOC3(C)C1C2
EKAHIJ,1.4315,O=[N+]([O-])c1ccc(C2=NOC3(c4ccc([N+](=O)[O-])cc4)C4CCCCC4ON23)cc1
EKAHOO01,1.2133,COc1ccc(/C=C/c2ccncc2)cc1OC
EKAHOP,1.4169,O=[N+]([O-])c1ccc(C2=NOC3CCCC23)cc1
EKAHUV,1.3086,c1ccc(C2=NOC3c4ccccc4CC23)nc1
EKAJAD,1.4191,O=[N+]([O-])c1ccc(C2=NOC3c4ccccc4CC23)cc1
EKAMIO,1.2741,CCOC(=O)c1ccc(C/C=C\C(c2ccccc2)C(O)c2ccc([N+](=O)[O-])cc2)cc1
EKANEM,1.2862,CCOC(=O)/C=C/n1ncc(C(=O)OCC)c1-c1ccc(OC)cc1
EKANIN,1.2841,COC(=O)CN1C(=O)N(CC(O)CNC(C)C)C(c2ccccc2)(c2ccccc2)C1=O
EKAQEP,1.2608,COC(=O)c1ccc(N2CCOCC2)c(CCCC(=O)c2ccccc2)c1C
EKARAJ,1.2388,CC(C(=O)N(C)c1cc2ccc1CCc1ccc(cc1)CC2)c1ccccc1
EKAREP,1.4363,COC(=O)C12CC3COC4CCCN(C1=O)C34O2
EKASIS,1.2281,COc1ccc(/C(=C\C2Oc3cc(C)cc4c(OC)cc(OC)c2c34)c2ccc(N(C)C)cc2)cc1
EKAXOD01,1.1071,CCNC(=O)NC(=O)CCC(C)C
EKECAY01,1.0151,CCCNC(=O)NC(=O)CCC(C)C
EKELAH,1.7454,O=[N+]([O-])/N=C1\NCCN1[N+](=O)[O-]
EKEMIQ,1.349,COc1cc(O)c(-c2onc3ccccc23)c(OC)c1
EKEMOW,1.2958,c1ccc(-c2onc3ccccc23)cc1
EKEPIT01,1.4114,COc1ccc(OC)c2nc(-c3ccccn3)c(-c3ccccn3)nc12
EKETIZ,1.2063,COc1cc(/C=C(\C#N)c2ccc(OCCCCCCOc3ccc(C)cc3)cc2)c(OC)cc1/C=C(\C#N)c1ccc(OCCCCCCOc2ccc(C)cc2)cc1
EKEVOF,1.4168,COc1ccccc1N/N=C1/C(=O)OC(C(O)CO)C1=O
EKEWAS,1.3331,COc1ccc(C2=CC3C=Cc4cccc5c4C23C(=O)N(C)C5=O)cc1
EKEXIB,1.2827,CCOC(=O)C1=C(N)Oc2ccc3ccccc3c2C1c1ccc(C)cc1
EKEYOI,1.2033,CCc1n[nH]c(=O)n1CCCCCCCCn1c(CC)n[nH]c1=O
EKIBIM,1.1701,CC(C)(C)C(=O)n1ccc2cccc(NC(=O)c3ccccc3)c21
EKICOQ,1.1482,CCO/C(CC)=N/c1nc2ccccc2[nH]1
EKIHOX,1.1723,CC1(C)CC(=O)C2=C(C1)n1c(=O)n(-c3ccccc3)c(=O)n1C2c1ccccc1OCc1cn(Cc2ccccc2)nn1
EKILEP,1.2734,CC(=O)CC(OC(C)=O)C(C)N(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1
EKIZOP,1.3258,COc1ccc2c(c1)c(-c1ccccc1)c1n2C(=O)c2c-1c1ccccc1n2Cc1ccccc1
EKIZUV,1.2723,COc1ccc(-n2c(-c3ccc(C)cc3)cc3c4ccccc4n(C)c3c2=O)cc1
EKOHIV,1.2834,COC(=O)C1COC(c2ccccc2)=N1
EKOMEW,1.4328,OCC1OC(c2c[nH]cn2)C(O)C1O
EKONIE,1.1628,C=C1CC2(C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)C2(C(=O)Nc3ccccc32)C(C(=O)OC)(c2ccccc2)C1
EKOPIG,1.2058,CC(CCCCC#N)(C(=O)Nc1ccccc1)c1ccccc1
EKOPUP,1.1316,CC(C)(C)OC(=O)N1C(C2CC2c2ccccc2)COC1(C)C
EKOQED,1.3559,O=C1OC2(Oc3ccccc3N(Cc3ccccc3)C2=O)c2ccccc21
EKOVUY,1.3021,COc1ccc(/N=C/c2cc(OC)cc(/C=N/c3ccc(OC)cc3)c2O)cc1
EKOZOV,1.3091,O=C1C(=O)N(C/C=C/c2ccccc2)c2ccccc21
EKUBAQ,1.3384,O=C(/C=C1\NC(c2ccccc2)=Nc2ccccc21)c1ccccc1
EKUBIV,1.0895,CC(NC(=O)C(C)C(C)/C=C/CCOCc1ccccc1)c1ccccc1
EKUCOF01,1.482,NC(=[NH2+])c1ccc(C(=O)[O-])cc1
EKUGIA,1.2535,COc1cccc(/C=N/c2ccc(C)cc2)c1O
EKULAX,1.1474,CCC(C)C(NC(=O)/C(=C/c1ccccc1)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)C(=O)OC
EKUMUS,1.139,COC(=O)CCNC(=O)C(C)(C)NC(=O)C(C)NC(=O)OC(C)(C)C
EKUMUU,1.2944,COc1ccc(C(=O)/C=C/N(C)C)c(O)c1
EKUNAZ,1.2147,COC(=O)CCNC(=O)CNC(=O)C(C)NC(=O)OC(C)(C)C
EKUWEO,1.3102,CC12Cc3c(-c4ccccc4)c4ccccc4c(=O)n3C1(O)CCC2=O
ELABAW,1.2737,CCCc1c(C(=O)N(CC)CC)c2ccccc2n2cnc(C(=O)OCC)c12
ELABEA,1.188,CCCc1c(C(=O)N(CC)CC)c2ccccc2n2cnc(C(=O)OC(C)(C)C)c12
ELADOK,1.3703,O=C1c2ccccc2C(=O)N1Cc1cccc2cc3ccccc3nc12
ELADUQ,1.2585,O=C(NCc1cccc2cc3ccccc3nc12)c1ccccc1
ELAFAY,1.3142,CN(C)c1ccc(C(=O)OCc2cccc3cc4ccccc4nc23)cc1
ELAFEC,1.3002,COc1ccc(N2Cc3ccccc3O/C(c3ccccc3)=C\C2=O)cc1
ELAHEH,1.1947,COc1ccc(/C=C/c2nc(N3CCCCC3)c(C#N)c3c2C(c2ccc(OC)cc2)CC(N2CCCCC2)=C3)cc1
ELAHUX,1.2563,N#Cc1c2c(c(/C=C/c3ccccc3)oc1=O)C(c1ccccc1)CC(N1CCCCC1)=C2
ELAMEM,1.2252,Cc1cc(C)n(C(=O)C2c3ccccc3N(C)CC2C)n1
ELANIR,1.2795,CC1(C)c2ccccc2N(c2ccc3c(c2)C2(C(=O)C=C3)c3ccccc3-c3ccccc32)c2ccccc21
ELANUC,1.3701,CCOC(=O)c1ncn2c1CN(C(C)=O)c1ccccc1-2
ELAQAJ,1.1548,C/C=C/N(C(C)=O)c1ccccc1C
ELAWIX,1.2169,COc1ccc2c(c1)CCC1C2CCC2(C)C(=O)C(c3ccccc3)=C(N)CC12
ELEHOT,1.0665,CC(C)(C)c1cc(/C=N/CC2(O)CCCCC2)c(O)c(C(C)(C)C)c1
ELEHUZ,1.2398,O=C1C=CC=C/C1=C/NCC1(O)CCCCC1
ELEJEL,1.1053,CC(C)(C)c1cc(/C=N/c2ccccc2CO)c(O)c(C(C)(C)C)c1
ELEJOV01,1.2837,Oc1ccccc1/C=N/C(c1ccccc1)C(O)c1ccccc1
ELEJUB,1.3035,CC(N/C=C1/C=C([N+](=O)[O-])C=CC1=O)C(O)c1ccccc1
ELELOY,1.2275,COC1C=CC23c4cc5c(cc4CN(CCC(C)C)C2C(=O)N(C)C3C1)OCO5
ELENEQ,1.383,Cc1nn2c(CCCC(=O)O)nc3ccccc3c2nc1=O
ELEPOD,1.2811,C=C1N(C(=O)COC)CCN2C(=O)C(OC)C12c1ccccc1
ELEQEU,1.2866,COCOc1ccc2ccccc2c1-c1c(O)c2c(=O)n(-c3ccccn3)c(-c3ccccc3)c(C)c2c2ccccc12
ELERUK01,1.4344,COc1ccc(C(=O)N/N=C/c2ccc(C(=O)O)cc2)cc1
ELESUM,1.2847,Cc1cccc2c1[N+](C)=C/C2=C1/C=C(c2ccccc2)NO1
ELETAT,1.243,Cc1cccc2c1[N+](C)=C/C2=C1\C=C(c2ccccc2)ON1
ELEWAV,1.162,CCN(CC)c1ccc(/C=N/c2c(C)cc(C)c(/N=C/c3ccc(N(CC)CC)cc3O)c2C)c(O)c1
ELIBEG,1.2869,Cc1cc2c(cc1C)COc1ccccc1C(=O)Nc1ccccc1NC(=O)c1ccccc1OC2
ELIDOS,1.2799,COc1cc(/C=N/n2c(-c3ccccc3)nnc2-c2ccccc2)cc(OC)c1OC
ELIFEK,1.2314,COc1cc(CNn2c(-c3ccccc3)nnc2-c2ccc(C)cc2)cc(OC)c1OC
ELIGEL,1.3644,CCOC(=O)c1ccc(N2C(=O)C=CC2=O)cc1
ELIGEN01,1.8264,O=[N+]([O-])OCn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2CO[N+](=O)[O-]
ELIGOX,1.7917,O=c1n(CO[N+](=O)[O-])c2nc3nonc3nc2n1CO[N+](=O)[O-]
ELIGUD,1.8578,O=[N+]([O-])OCn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1CO[N+](=O)[O-]
ELIHAI,1.3474,O=C(c1ccccc1)C1C2(C(=O)Nc3ccccc32)C2CCCN2C12C(=O)c1ccccc1C2=O
ELIHUC,1.4497,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C2=C(N1)C(=O)NC2=O
ELIJAK,1.2245,COc1ccc(C2C(c3ccccc3)N(C3CCCCC3)C(C(=O)c3ccccc3)C23COc2ccccc2C3=O)cc1
ELIJIV,1.3253,O=c1oc2ccccc2c(O)c1C1c2ccccc2CCN1c1ccccc1
ELIJOB,1.2834,O=c1[nH]c2ccccc2c(O)c1C1c2ccccc2CCN1c1ccccc1
ELIPOE,1.1035,CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
ELIPUK,1.0954,CCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
ELIXEE01,1.325,C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1
ELLIPU01,1.3123,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1
ELOHIZ,1.3464,O=C1Cc2ccccc2N1Cn1nnc2ccccc21
ELOJAR02,1.2396,Cc1cc(C)c(C#N)c(OCCCOc2nc(C)cc(C)c2C#N)n1
ELOJEV01,1.2792,Cc1cc(C)n(C)c(=O)c1C#N
ELOPEA,1.1079,CC(C)(C)OC(=O)CNC(=O)CNC(=O)C1(NC(=O)OC(C)(C)C)CC1(C)C
ELOVAD,1.3469,O=C(/C=C/c1ccccc1OCCOc1ccccc1/C=C/C(=O)c1ccccc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-]
ELOVAE01,1.3868,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
ELOVEH,1.3712,O=C(/C=C/c1ccccc1OCCOCCOCCOc1ccccc1/C=C/C(=O)c1ccccc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-]
ELOWIN,1.3119,CCc1ccc(C2Oc3ccccc3C(=O)N(C(C)=O)N2C(C)=O)cc1
ELOWUZ,1.3209,CC(=O)Oc1ccc(C2OC(c3ccccc3OC(C)=O)=NN2C(C)=O)cc1
ELOXOS,1.6068,O=c1ccc([N+](=O)[O-])c[nH]1
ELUBIW,1.4069,Cc1nc(Nc2ccccc2)c([N+](=O)[O-])n1CC(=O)c1ccccc1
ELUFOH,1.3126,O=C1N=[N+](C23CC4CC(CC(C4)C2)C3)N=[N+]1c1ccccc1
ELUGEY,1.3331,COc1ccc(C2(C)N=NC3=NNC(n4nc(C)cc4C)=NN32)cc1
ELUHAX,1.433,Cc1c2oc3ccccc3nc-2cc(O)c1=O
ELUHEB,1.4095,Cc1c2oc3cccc(C)c3nc-2cc(O)c1=O
ELUKED,1.1132,ON=C1CCCC1
ELUKIG,1.2007,CC(C)(C)c1cc(CCC(=O)N/N=C2/C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O
ELUKUU,1.5171,COc1ccc2oc3c(OC)c(=O)c(O)cc-3nc2c1
ELUMAB,1.1976,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\CC3(C)C(CCC4(C)C3CCC3C5C6OCC5(CCC6(C)C)CCC34C)C(C)(C)C2=O)cc1
ELUMIJ,1.1831,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\CC3(C)C(CCC4(C)C3CCC3C5C6OCC5(CCC6(C)C)CCC34C)C(C)(C)C2O)cc1
ELUMUV,1.3117,N#CC1(/N=N/c2ccccc2[N+](=O)[O-])CCCc2cc3c(nc21)CCCC3
ELUQEK,1.2686,CCCCOC12C=CC(OC(=O)c3ccc([N+](=O)[O-])cc3)C3CC(=CCC1)C32
ELUREK,1.329,Cc1ccc(C(=O)C(Nc2[nH]c3ccccc3[nH+]2)C2=C([O-])CCCC2=O)cc1
ELUTOX,1.4862,O=C1c2ccccc2C(=O)C1(O)c1[n-]c(C2(O)C(=O)c3ccccc3C2=O)c2ccccc12
EMAGIL,1.431,Oc1ccc(/C=N/n2cnnc2)cc1
EMAQEQ,1.2645,C#CCO/N=C/c1ccc(OCC#C)c(OC)c1
EMAQIU,1.1696,C#CCON=C(c1ccccc1)c1ccccc1
EMAWIZ,1.3072,O=c1c2nn(-c3ccccc3)c(-c3ccccc3)c2c(-c2ccccc2)nn1CCO
EMAWUL,1.307,CC(=O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O
EMAXAU,1.3185,Cc1cc(C)c(-c2onc3c4ccccc4n4c5ccccc5nc4c23)c(C)c1
EMAYEX,1.3378,CCOC(=O)c1c(C)c([N+](=O)[N+](=O)c2c(C)c(C(=O)OCC)c(O)c(C(=O)OCC)c2C)c(C)c(C(=O)OCC)c1O
EMAZIE,1.2166,CCCCn1c2ccccc2c2c3c(ccc4ccc(OC)cc43)ccc21
EMAZUO,1.7035,O=[N+]([O-])c1n[nH]c2c([N+](=O)[O-])cccc12
EMBCOD,1.2713,CCC1=C(C)CCC23C1CC(=O)C1Oc4c(OC)ccc5c4C12CCN(C)C3C5
EMCZTO10,1.2991,CCOC(=O)N1C2C=CC=CC1C1(C(=O)OC)C(=O)C2(C(=O)OC)C(c2ccccc2)=C1c1ccccc1
EMEDOQ,1.4577,O=c1oc2ccccc2c(Nc2cccc3ccccc23)c1[N+](=O)[O-]
EMEDUW,1.445,O=c1oc2ccccc2c(Nc2ccccc2)c1[N+](=O)[O-]
EMEFOT,1.2728,CN1C(=O)c2ccccc2NC(=O)/C1=C/c1ccccc1
EMEFOU,1.2962,CC(=O)/C=C1\Nc2ccccc2N(Cc2cccc(C)c2)C1=O
EMEHAI,1.2762,O=C1c2ccccc2C(=O)N1CC1CCCN2CCCCC12
EMEHIQ,1.2275,COC1c2ccccc2C(c2cn(C)c3ccccc23)C1c1ccccc1
EMETIA,1.3839,Cn1c([O-])c(C2c3cccc4cccc(c34)[N+]2(C)C)c(=O)n(C)c1=O
EMEVAU,1.345,CN1C(=O)N(C)C(=O)C2(Cc3cccc4cccc(c34)N3CCCC32)C1=O
EMEXUS,1.3292,CCOC(=O)C12C3c4ccccc4N1C(=O)CCC21c2ccccc2-c2ccccc2C31
EMEYAZ,1.3247,CCOC(=O)C12C3c4ccccc4N1C(=O)CCC21c2ccccc2C3c2ccccc21
EMEYON,1.3654,CCOC(=O)C12C3c4ccccc4N1C(=O)CCC21c2ccccc2C3C2OC21
EMEYUT,1.3411,CCOC(=O)C12C3c4ccccc4N1C(=O)CCC21OC=CC31
EMIHAL,1.2403,Cc1ccc(C2c3c(ccc4ccccc34)OC3c4ccccc4CCN32)cc1
EMIJIT,1.3901,COc1nc(OC)nc(N2CCOCC2)n1
EMIJOZ,1.4077,COc1nc(OC)nc(Oc2cccc(O)c2C)n1
EMIJUF,1.3494,COc1nc(OC)nc(Oc2ccc(C(=O)c3ccccc3)cc2)n1
EMIKAR,1.3629,C=C1CC23CC4OC45C4(C)CC(O)CC56C2C(O)C2OC6(C3C12)N(C)C4
EMIKIX,1.4154,COC(=O)COc1cc(=O)[nH]c2ccccc12
EMIMBA,1.1052,CCC(CC)(C(N)=O)C1=NC(C)(C)C(N(C)C)=N1
EMIPEW04,1.3379,O=C(N/N=C/c1ccccn1)Nc1ccccc1
EMIPOG,1.1255,O/N=C1\CCCCCCCCCCC1O
EMIPUM,1.0382,CCC1CCCCCCCCCC/C1=N/O
EMIQUC,1.2802,CCOC(=O)N1CCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)c(OC)c1
EMISAW,1.3063,CCOC(=O)/C(NC(=O)OCc1ccccc1)=C1/C(=O)N(C)c2ccccc21
EMISEA,1.3213,CCOC(=O)C1N(C(=O)OCc2ccccc2)C12C(=O)N(C)c1ccccc12
EMISIE,1.3033,CCOC(=O)C1N(C(=O)OCc2ccccc2)C12C(=O)N(C)c1ccccc12
EMISOK,1.3238,CCOC(=O)C1C(C(=O)OCC)C2(C(=O)N(C)c3ccccc32)C2(C(=O)N(C)c3ccccc32)N1C(=O)OCc1ccccc1
EMIVIG,1.2004,Cc1ccc(OCCN(CCOc2ccc(C)cc2)CCOc2ccc(C)cc2)cc1
EMIYEE,1.3393,c1ccc(Nc2nc3c(c4oc5ccccc5c24)CCC3)cc1
EMODUG,1.2536,CN(C)c1c(C=O)ccc2ccc(C=O)c(N(C)C)c12
EMOHIY,1.2608,C[NH2+]CCN(C)C(=O)[O-]
EMOLEA,1.1577,COc1ccc(/C=C/C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)cc1OC
EMOLEZ,1.3602,CC1(C)CC(=O)c2nnn(-c3ccc([N+](=O)[O-])cc3)c2C1
EMOLID,1.1761,CC1NC(=O)C(C)C(c2ccccc2)N(Cc2ccccc2)C1c1ccccc1
EMOLOK,1.1529,CC12CC3CC(C)(C1)CC(NC(=O)CCc1ccc(O)cc1)(C3)C2
EMOLUQ,1.1982,COc1cc(/C=C/C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)cc(OC)c1O
EMOMIF,1.3781,O=C1CN(c2ccccc2)C(=O)CN1c1ccccc1
EMOMOL,1.555,O=C1CN(c2ccc([N+](=O)[O-])cc2)C(=O)CN1c1ccc([N+](=O)[O-])cc1
EMOPUR,1.2289,CCOC(=O)C1Cc2c(n(C)c3ccc(OC)cc23)C(CCC(=O)OC)N1Cc1ccccc1
EMOQAY,1.2314,C/C=C1/CN2C3CC1C(C=O)C2Cc1c3n(C)c2ccc(OC)cc12
EMOQUT,1.2283,CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)c2ccccc2)n1
EMOQUU,1.6187,O=c1[nH]nc2oc3n[nH]c(=O)c4cccc(c5cccc1c25)c34
EMORAA,1.2683,CCOC(=O)c1cc(-c2ccccc2)nn1CC(=O)c1ccccc1
EMOSAD,1.3664,COc1ccc(C2=NN(C(=O)Cn3c(=O)oc4ccccc43)C(c3ccccc3)C2)cc1
EMOSIL,1.2875,N#CC(C#N)=C(c1ccccc1)c1cc2ccccc2o1
EMOYIO,1.3489,COc1ccc([N+](=O)[O-])c(C2(C)CCN(C)C2=O)c1
EMOZOY,1.3205,N#CC(C#N)=C(c1ccccc1)c1cc2c(ccc3ccccc32)o1
EMPAOT,1.3334,CCOC1=CC2n3c(=O)n(-c4ccccc4)c(=O)n3C1C13CCCCC21C(=O)N(C)C3=O
EMUCIB,1.2073,COC1c2ccccc2C(c2cn(Cc3ccccc3)c3ccccc23)C1c1ccccc1C
EMUDAU,1.3836,O=CN1C=CC(C[N+](=O)[O-])C=C1
EMUGEA,1.3034,CN(C)c1ccc(C#Cc2ccc3cc(C=O)c(=O)oc3c2)cc1
EMUJOM,1.3057,Cn1ncc2c1CCN(Cc1ccccc1)C2=O
EMUJUS,1.1871,CC(C)(C)n1ncc2c1CCN(Cc1ccccc1)C2=O
EMURAC,1.2962,CCc1c(C)[nH]c(=O)[nH]c1=O
EMXPEA,1.1452,CCc1cc(OC)c(CC(C)N)cc1OC
EMZHAN,1.3981,CC1C2OC2(C)Cn2c(=O)c3ccccc3c(=O)n21
EMZPPO,1.3329,CCN1C(=O)c2cn(CC)c(=O)c(-c3nccn3C)c2C1=O
ENADOM,1.2482,O=C(OCC(c1ccccc1)N1CCCC1C1OC(=O)c2ccccc21)c1ccccc1
ENAFIL,1.1246,COC1/C=C\CCCCC(=O)NC/C(C)=C/C(C)C1O
